,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special
0,20801,Cristiano Ronaldo,31,https://cdn.sofifa.org/sm/17/players/20801.png,Portugal,https://cdn.sofifa.org/flags/38.png,94,94,Real Madrid CF,https://cdn.sofifa.org/xs/17/teams/243.png,€87M,€340K,2223
1,158023,L. Messi,29,https://cdn.sofifa.org/sm/17/players/158023.png,Argentina,https://cdn.sofifa.org/flags/52.png,93,93,FC Barcelona,https://cdn.sofifa.org/xs/17/teams/241.png,€89M,€340K,2155
2,190871,Neymar,24,https://cdn.sofifa.org/sm/17/players/190871.png,Brazil,https://cdn.sofifa.org/flags/54.png,92,94,FC Barcelona,https://cdn.sofifa.org/xs/17/teams/241.png,€106M,€260K,2077
3,176580,L. Suárez,29,https://cdn.sofifa.org/sm/17/players/176580.png,Uruguay,https://cdn.sofifa.org/flags/60.png,92,92,FC Barcelona,https://cdn.sofifa.org/xs/17/teams/241.png,€83M,€255K,2287
4,167495,M. Neuer,30,https://cdn.sofifa.org/sm/17/players/167495.png,Germany,https://cdn.sofifa.org/flags/21.png,92,92,FC Bayern Munich,https://cdn.sofifa.org/xs/17/teams/21.png,€69.5M,€240K,1491
5,193080,De Gea,25,https://cdn.sofifa.org/sm/17/players/193080.png,Spain,https://cdn.sofifa.org/flags/45.png,90,92,Manchester United,https://cdn.sofifa.org/xs/17/teams/11.png,€68.5M,€170K,1381
6,188545,R. Lewandowski,27,https://cdn.sofifa.org/sm/17/players/188545.png,Poland,https://cdn.sofifa.org/flags/37.png,90,90,FC Bayern Munich,https://cdn.sofifa.org/xs/17/teams/21.png,€71M,€210K,2119
7,173731,G. Bale,26,https://cdn.sofifa.org/sm/17/players/173731.png,Wales,https://cdn.sofifa.org/flags/50.png,90,90,Real Madrid CF,https://cdn.sofifa.org/xs/17/teams/243.png,€72M,€210K,2266
8,41236,Z. Ibrahimović,34,https://cdn.sofifa.org/sm/17/players/41236.png,Sweden,https://cdn.sofifa.org/flags/46.png,90,90,Manchester United,https://cdn.sofifa.org/xs/17/teams/11.png,€36.5M,€150K,2122
9,192119,T. Courtois,24,https://cdn.sofifa.org/sm/17/players/192119.png,Belgium,https://cdn.sofifa.org/flags/7.png,89,93,Chelsea,https://cdn.sofifa.org/xs/17/teams/5.png,€67.5M,€170K,1282
10,183907,J. Boateng,27,https://cdn.sofifa.org/sm/17/players/183907.png,Germany,https://cdn.sofifa.org/flags/21.png,89,89,FC Bayern Munich,https://cdn.sofifa.org/xs/17/teams/21.png,€50M,€200K,2005
11,183277,E. Hazard,25,https://cdn.sofifa.org/sm/17/players/183277.png,Belgium,https://cdn.sofifa.org/flags/7.png,89,90,Chelsea,https://cdn.sofifa.org/xs/17/teams/5.png,€71.5M,€180K,2081
12,177003,L. Modrić,30,https://cdn.sofifa.org/sm/17/players/177003.png,Croatia,https://cdn.sofifa.org/flags/10.png,89,89,Real Madrid CF,https://cdn.sofifa.org/xs/17/teams/243.png,€54M,€160K,2231
13,176635,M. Özil,27,https://cdn.sofifa.org/sm/17/players/176635.png,Germany,https://cdn.sofifa.org/flags/21.png,89,89,Arsenal,https://cdn.sofifa.org/xs/17/teams/1.png,€62M,€210K,1931
14,167664,G. Higuaín,28,https://cdn.sofifa.org/sm/17/players/167664.png,Argentina,https://cdn.sofifa.org/flags/52.png,89,89,Juventus,https://cdn.sofifa.org/xs/17/teams/45.png,€61.5M,€210K,1949
15,164240,Thiago Silva,31,https://cdn.sofifa.org/sm/17/players/164240.png,Brazil,https://cdn.sofifa.org/flags/54.png,89,89,Paris Saint-Germain,https://cdn.sofifa.org/xs/17/teams/73.png,€39.5M,€160K,2144
16,155862,Sergio Ramos,30,https://cdn.sofifa.org/sm/17/players/155862.png,Spain,https://cdn.sofifa.org/flags/45.png,89,89,Real Madrid CF,https://cdn.sofifa.org/xs/17/teams/243.png,€43.5M,€160K,2145
17,153079,S. Agüero,28,https://cdn.sofifa.org/sm/17/players/153079.png,Argentina,https://cdn.sofifa.org/flags/52.png,89,89,Manchester City,https://cdn.sofifa.org/xs/17/teams/10.png,€61.5M,€210K,2066
