,ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage
0,158023,L. Messi,30,Argentina,94,94,FC Barcelona,118500000.0,565000.0
1,20801,Cristiano Ronaldo,32,Portugal,94,94,Real Madrid CF,95500000.0,565000.0
2,190871,Neymar,25,Brazil,92,93,Paris Saint-Germain,119500000.0,280000.0
3,176580,L. Suárez,30,Uruguay,92,92,FC Barcelona,97000000.0,510000.0
4,167495,M. Neuer,31,Germany,92,92,FC Bayern Munich,61000000.0,230000.0
5,193080,De Gea,26,Spain,91,93,Manchester United,74500000.0,295000.0
6,192985,K. De Bruyne,26,Belgium,91,92,Manchester City,104500000.0,395000.0
7,188545,R. Lewandowski,28,Poland,91,91,FC Bayern Munich,92000000.0,355000.0
8,183277,E. Hazard,26,Belgium,91,91,Chelsea,95500000.0,405000.0
9,182521,T. Kroos,27,Germany,90,90,Real Madrid CF,79000000.0,340000.0
10,167664,G. Higuaín,29,Argentina,90,90,Juventus,77000000.0,275000.0
11,155862,Sergio Ramos,31,Spain,90,90,Real Madrid CF,52000000.0,310000.0
12,211110,P. Dybala,23,Argentina,89,94,Juventus,89000000.0,215000.0
13,192119,T. Courtois,25,Belgium,89,92,Chelsea,59000000.0,190000.0
14,178603,M. Hummels,28,Germany,89,89,FC Bayern Munich,54000000.0,215000.0
15,177003,L. Modrić,31,Croatia,89,89,Real Madrid CF,57000000.0,340000.0
16,168542,David Silva,31,Spain,89,89,Manchester City,58500000.0,285000.0
17,153079,S. Agüero,29,Argentina,89,89,Manchester City,66500000.0,325000.0
18,138956,G. Chiellini,32,Italy,89,89,Juventus,38000000.0,225000.0
19,1179,G. Buffon,39,Italy,89,89,Juventus,4500000.0,110000.0
20,215914,N. Kanté,26,France,88,90,Chelsea,59500000.0,245000.0
21,202126,H. Kane,23,England,88,91,Tottenham Hotspur,76500000.0,210000.0
22,200389,J. Oblak,24,Slovenia,88,93,Atlético Madrid,57000000.0,82000.0
23,195864,P. Pogba,24,France,88,92,Manchester United,76000000.0,250000.0
24,194765,A. Griezmann,26,France,88,91,Atlético Madrid,75000000.0,150000.0
25,190460,C. Eriksen,25,Denmark,88,91,Tottenham Hotspur,74500000.0,210000.0
26,189509,Thiago,26,Spain,88,90,FC Bayern Munich,70500000.0,225000.0
27,184941,A. Sánchez,28,Chile,88,88,Manchester United,60000000.0,325000.0
28,182493,D. Godín,31,Uruguay,88,88,Atlético Madrid,40000000.0,125000.0
29,179813,E. Cavani,30,Uruguay,88,88,Paris Saint-Germain,57000000.0,210000.0
30,173731,G. Bale,27,Wales,88,88,Real Madrid CF,62000000.0,370000.0
31,167948,H. Lloris,30,France,88,88,Tottenham Hotspur,38000000.0,165000.0
32,162835,S. Handanovič,32,Slovenia,88,88,Inter,34000000.0,120000.0
33,199556,M. Verratti,24,Italy,87,90,Paris Saint-Germain,63000000.0,130000.0
34,198219,L. Insigne,26,Italy,87,88,Napoli,59000000.0,135000.0
35,192448,M. ter Stegen,25,Germany,87,90,FC Barcelona,44500000.0,185000.0
36,189511,Sergio Busquets,28,Spain,87,87,FC Barcelona,41000000.0,250000.0
37,189332,Jordi Alba,28,Spain,87,87,FC Barcelona,40000000.0,250000.0
38,189242,Coutinho,25,Brazil,87,90,FC Barcelona,63000000.0,275000.0
39,188567,P. Aubameyang,28,Gabon,87,87,Arsenal,52000000.0,220000.0
40,183907,J. Boateng,28,Germany,87,87,FC Bayern Munich,41000000.0,165000.0
41,176676,Marcelo,29,Brazil,87,87,Real Madrid CF,38000000.0,250000.0
42,176635,M. Özil,28,Germany,87,87,Arsenal,51000000.0,205000.0
43,175943,D. Mertens,30,Belgium,87,87,Napoli,48500000.0,135000.0
44,171877,M. Hamšík,29,Slovakia,87,87,Napoli,48500000.0,130000.0
45,164240,Thiago Silva,32,Brazil,87,87,Paris Saint-Germain,29000000.0,135000.0
46,152729,Piqué,30,Spain,87,87,FC Barcelona,37500000.0,240000.0
47,41236,Z. Ibrahimović,35,Sweden,87,87,Manchester United,23000000.0,185000.0
48,9014,A. Robben,33,Netherlands,87,87,FC Bayern Munich,30500000.0,175000.0
49,41,Iniesta,33,Spain,87,87,FC Barcelona,29500000.0,260000.0
50,209331,M. Salah,25,Egypt,86,89,Liverpool,56000000.0,205000.0
51,201399,M. Icardi,24,Argentina,86,90,Inter,59000000.0,120000.0
52,200145,Casemiro,25,Brazil,86,89,Real Madrid CF,47000000.0,230000.0
53,198710,J. Rodríguez,25,Colombia,86,89,FC Bayern Munich,56000000.0,250000.0
54,197781,Isco,25,Spain,86,90,Real Madrid CF,56500000.0,250000.0
55,192505,R. Lukaku,24,Belgium,86,90,Manchester United,59000000.0,210000.0
56,191043,Alex Sandro,26,Brazil,86,87,Juventus,42500000.0,175000.0
57,184432,Azpilicueta,27,Spain,86,88,Chelsea,43500000.0,190000.0
58,184344,L. Bonucci,30,Italy,86,86,Milan,33000000.0,165000.0
59,181872,A. Vidal,30,Chile,86,86,FC Bayern Munich,33000000.0,160000.0
60,181458,I. Perišić,28,Croatia,86,86,Inter,45000000.0,130000.0
