,ID,Name,Age,Nationality,Overall,Potential,Club,Value,Wage
0,20801,Cristiano Ronaldo,32,Portugal,94,94,Real Madrid CF,95500000.0,565000.0
1,158023,L. Messi,30,Argentina,93,93,FC Barcelona,105000000.0,565000.0
2,190871,Neymar,25,Brazil,92,94,Paris Saint-Germain,123000000.0,280000.0
3,176580,L. Suárez,30,Uruguay,92,92,FC Barcelona,97000000.0,510000.0
4,167495,M. Neuer,31,Germany,92,92,FC Bayern Munich,61000000.0,230000.0
5,188545,R. Lewandowski,28,Poland,91,91,FC Bayern Munich,92000000.0,355000.0
6,193080,De Gea,26,Spain,90,92,Manchester United,64500000.0,215000.0
7,183277,E. Hazard,26,Belgium,90,91,Chelsea,90500000.0,295000.0
8,182521,T. Kroos,27,Germany,90,90,Real Madrid CF,79000000.0,340000.0
9,167664,G. Higuaín,29,Argentina,90,90,Juventus,77000000.0,275000.0
10,155862,Sergio Ramos,31,Spain,90,90,Real Madrid CF,52000000.0,310000.0
11,192985,K. De Bruyne,26,Belgium,89,92,Manchester City,83000000.0,285000.0
12,192119,T. Courtois,25,Belgium,89,92,Chelsea,59000000.0,190000.0
13,184941,A. Sánchez,28,Chile,89,89,Arsenal,67500000.0,265000.0
14,177003,L. Modrić,31,Croatia,89,89,Real Madrid CF,57000000.0,340000.0
15,173731,G. Bale,27,Wales,89,89,Real Madrid CF,69500000.0,370000.0
16,153079,S. Agüero,29,Argentina,89,89,Manchester City,66500000.0,325000.0
17,138956,G. Chiellini,32,Italy,89,89,Juventus,38000000.0,225000.0
18,1179,G. Buffon,39,Italy,89,89,Juventus,4500000.0,110000.0
19,211110,P. Dybala,23,Argentina,88,93,Juventus,79000000.0,215000.0
20,200389,J. Oblak,24,Slovenia,88,93,Atlético Madrid,57000000.0,82000.0
21,194765,A. Griezmann,26,France,88,91,Atlético Madrid,75000000.0,150000.0
22,189509,Thiago,26,Spain,88,90,FC Bayern Munich,70500000.0,225000.0
23,188567,P. Aubameyang,28,Gabon,88,88,Borussia Dortmund,61000000.0,165000.0
24,184344,L. Bonucci,30,Italy,88,88,Milan,44000000.0,210000.0
25,183907,J. Boateng,28,Germany,88,88,FC Bayern Munich,48000000.0,215000.0
26,182493,D. Godín,31,Uruguay,88,88,Atlético Madrid,40000000.0,125000.0
27,178603,M. Hummels,28,Germany,88,88,FC Bayern Munich,48000000.0,215000.0
28,176635,M. Özil,28,Germany,88,88,Arsenal,60000000.0,265000.0
29,167948,H. Lloris,30,France,88,88,Tottenham Hotspur,38000000.0,165000.0
30,164240,Thiago Silva,32,Brazil,88,88,Paris Saint-Germain,34000000.0,175000.0
31,41236,Z. Ibrahimović,35,Sweden,88,88,Manchester United,27000000.0,240000.0
32,9014,A. Robben,33,Netherlands,88,88,FC Bayern Munich,36000000.0,225000.0
33,215914,N. Kanté,26,France,87,90,Chelsea,52500000.0,190000.0
34,199556,M. Verratti,24,Italy,87,91,Paris Saint-Germain,64500000.0,130000.0
35,195864,P. Pogba,24,France,87,92,Manchester United,66500000.0,195000.0
36,190460,C. Eriksen,25,Denmark,87,91,Tottenham Hotspur,65000000.0,165000.0
